X,Y
3.051197012396041e-7,0.109624063379262
3.039757548279839e-7,0.09860704915434804
3.039757548279839e-7,0.08979397482952534
3.039757548279839e-7,0.08098090050470308
3.039757548279839e-7,0.07216782617988038
3.039757548279839e-7,0.06335475185505768
3.039757548279839e-7,0.05454167753023498
3.039757548279839e-7,0.04572860320541228
3.0056958444980056e-7,0.041320052086345704
3.120743537253722e-7,0.23741766900250116
3.1090433312148306e-7,0.22640065477758764
3.1090433312148306e-7,0.21758758045276494
3.1090433312148306e-7,0.20877450612794224
3.1090433312148306e-7,0.19996143180311998
3.1090433312148306e-7,0.19114835747829728
3.1090433312148306e-7,0.18233528315347458
3.1090433312148306e-7,0.17352220882865188
3.1090433312148306e-7,0.16581076879443213
3.0742052524171804e-7,0.1580973148035567
3.0742052524171804e-7,0.149284240478734
3.0742052524171804e-7,0.1404711661539113
3.0742052524171804e-7,0.1316580918290886
3.0742052524171804e-7,0.12284501750426591
3.191875249531333e-7,0.3652112746257403
3.179908358428581e-7,0.35419426040082724
3.179908358428581e-7,0.34538118607600454
3.179908358428581e-7,0.33656811175118184
3.179908358428581e-7,0.32775503742635914
3.179908358428581e-7,0.3189419631015369
3.179908358428581e-7,0.3101288887767142
3.179908358428581e-7,0.3013158144518915
3.179908358428581e-7,0.29360437441767173
3.144276208548902e-7,0.2858909204267963
3.144276208548902e-7,0.2770778461019736
3.144276208548902e-7,0.2682647717771509
3.144276208548902e-7,0.2594516974523282
3.144276208548902e-7,0.2506386231275055
3.26462828071297e-7,0.4930048802489799
3.252388625941996e-7,0.4819878660240664
3.252388625941996e-7,0.4731747916992437
3.252388625941996e-7,0.464361717374421
3.252388625941996e-7,0.4555486430495983
3.252388625941996e-7,0.4467355687247756
3.252388625941996e-7,0.4379224943999529
3.252388625941996e-7,0.42910942007513064
3.252388625941996e-7,0.4213979800409109
3.215944305564231e-7,0.41368452605003503
3.215944305564231e-7,0.40487145172521277
3.215944305564231e-7,0.39605837740039007
3.215944305564231e-7,0.38724530307556737
3.215944305564231e-7,0.37843222875074467
3.326520950240285e-7,0.6207978145533342
3.326520950240285e-7,0.6119847402285115
3.326520950240285e-7,0.6031716659036888
3.326520950240285e-7,0.5943585915788661
3.326520950240285e-7,0.5855455172540434
3.326520950240285e-7,0.5767324429292211
3.326520950240285e-7,0.5679193686043984
3.326520950240285e-7,0.5591062942795757
3.326520950240285e-7,0.550293219954753
3.289245947404855e-7,0.5414781316732746
3.289245947404855e-7,0.5326650573484519
3.289245947404855e-7,0.5238519830236292
3.289245947404855e-7,0.515038908698807
3.289245947404855e-7,0.5062258343739843
3.4151469622556184e-7,0.7441855543330473
3.402342986973937e-7,0.7331685401081334
3.402342986973937e-7,0.7243554657833111
3.402342986973937e-7,0.7155423914584884
3.402342986973937e-7,0.7067293171336657
3.402342986973937e-7,0.697916242808843
3.402342986973937e-7,0.6891031684840203
3.402342986973937e-7,0.6802900941591976
3.364218367774591e-7,0.6736782744589256
3.364218367774591e-7,0.6648652001341029
3.364218367774591e-7,0.6560521258092802
3.364218367774591e-7,0.6472390514844575
3.364218367774591e-7,0.6384259771596352
3.364218367774591e-7,0.6296129028348125
3.4798932500859624e-7,0.8719784886374011
3.4798932500859624e-7,0.8631654143125789
3.4798932500859624e-7,0.8543523399877562
3.4798932500859624e-7,0.8455392656629335
3.4798932500859624e-7,0.8367261913381108
3.4798932500859624e-7,0.8279131170132881
3.4798932500859624e-7,0.8191000426884654
3.4798932500859624e-7,0.8102869683636431
3.4798932500859624e-7,0.8014738940388204
3.4408996490522526e-7,0.792658805757342
3.4408996490522526e-7,0.7838457314325193
3.4408996490522526e-7,0.7750326571076966
3.4408996490522526e-7,0.7662195827828739
3.4408996490522526e-7,0.7574065084580512
3.5592111313751584e-7,0.8896086652003579
3.5193287416357164e-7,0.8807935769188795
3.6403369205052277e-7,0.9006290360196969
3.723311825469964e-7,0.9116494068390368
3.8225092402817056e-7,0.9212016032564572
3.894978532596425e-7,0.9336901484777154
3.9837575331777844e-7,0.9425072507158494
4.089893808368261e-7,0.935167721344027
4.21465927794853e-7,0.9337042461743046
4.262421421323625e-7,0.9259948200967405
4.458944270894936e-7,0.918291435889143
4.5777405912666717e-7,0.9087486379361152
4.770847477153084e-7,0.9006773709794311
4.770847477153084e-7,0.8940675652358143
4.99081177641026e-7,0.8874658153188197
4.934887726659909e-7,0.8830572641997527
5.220917731459064e-7,0.8830673339830306
5.461632932642785e-7,0.8830753898096528
5.713446528986379e-7,0.8830834456362755
5.976870222179295e-7,0.8819898671722948
6.252439306386796e-7,0.8786930201271086
6.252439306386796e-7,0.8720832143834913
6.540713756002629e-7,0.8698880016289081
6.540713756002629e-7,0.8632781958852913
6.842279363553642e-7,0.8610829831307081
6.842279363553642e-7,0.8544731773870913
7.157748930068468e-7,0.8544812332137135
7.487763510329337e-7,0.8544892890403357
7.832993715537213e-7,0.8544973448669579
8.011532659412187e-7,0.848993201327255
8.194141076037633e-7,0.8390825206251407
8.194141076037633e-7,0.830269446300318
8.380911721694674e-7,0.8192571313076007
8.380911721694674e-7,0.8115456912733809
8.571939466876279e-7,0.8016350105712671
8.571939466876279e-7,0.7939235705370473
8.767321344476999e-7,0.7840128898349326
8.866676009102307e-7,0.7752018294667655
8.967156599080957e-7,0.7663907690985985
8.967156599080957e-7,0.7575776947737758
9.068775873833032e-7,0.7487666344056092
9.068775873833032e-7,0.7399535600807865
9.171546737373263e-7,0.7289392311314136
9.171546737373263e-7,0.7201261568065913
9.171546737373263e-7,0.7113130824817686
9.171546737373263e-7,0.7025000081569459
9.068775873833032e-7,0.6980914570378789
9.380595579700629e-7,0.6892844245830227
9.380595579700629e-7,0.6804713502582
9.380595579700629e-7,0.6716582759333773
9.380595579700629e-7,0.6628452016085551
9.380595579700629e-7,0.6540321272837324
9.380595579700629e-7,0.6452190529589097
9.380595579700629e-7,0.636405978634087
9.59440931280705e-7,0.6253936636413702
9.59440931280705e-7,0.6165805893165475
9.813096543771502e-7,0.748780732102198
9.813096543771502e-7,0.7399676577773753
9.813096543771502e-7,0.7311545834525526
9.813096543771502e-7,0.7223415091277299
9.813096543771502e-7,0.7135284348029072
9.813096543771502e-7,0.7047153604780845
9.813096543771502e-7,0.6970039204438647
9.703136857070295e-7,0.6870871978717843
9.703136857070295e-7,0.6782741235469616
9.703136857070295e-7,0.6694610492221389
9.703136857070295e-7,0.6606479748973162
9.703136857070295e-7,0.6518349005724935
9.703136857070295e-7,0.6430218262476708
9.703136857070295e-7,0.6342087519228485
0.0000010036768355175216,0.81928935461409
0.0000010036768355175216,0.8104762802892678
0.0000010036768355175216,0.8016632059644451
0.0000010036768355175216,0.7928501316396224
0.0000010036768355175216,0.7840370573147997
0.0000010036768355175216,0.775223982989977
0.0000010036768355175216,0.7664109086651543
0.0000010036768355175216,0.7575978343403316
0.0000010150508882603076,0.748786773972165
0.0000010265538361526231,0.7399757136039979
0.0000010265538361526231,0.7311626392791752
0.0000010265538361526231,0.7223495649543525
0.0000010265538361526231,0.7135364906295298
0.0000010265538361526231,0.7047234163047071
0.0000010265538361526231,0.6959103419798849
0.0000010265538361526231,0.6870972676550622
0.0000010265538361526231,0.6782841933302395
0.0000010265538361526231,0.6694711190054168
0.0000010381871398839844,0.6606600586372493
0.0000010381871398839844,0.6518469843124266
0.0000010381871398839844,0.6430339099876039
0.0000010381871398839844,0.6342208356627816
0.0000010381871398839844,0.625407761337959
0.0000010499522766970022,0.614393432388586
0.0000010499522766970022,0.6055803580637638
0.0000010499522766970022,0.5967672837389411
0.0000010499522766970022,0.5879542094141184
0.0000010499522766970022,0.5791411350892957
0.0000010499522766970022,0.570328060764473
0.0000010499522766970022,0.5615149864396503
0.0000010499522766970022,0.5527019121148276
0.0000010499522766970022,0.5438888377900053
0.0000010381871398839844,0.5394802866709383
0.0000010618507405749693,0.5328745088406324
0.0000010618507405749693,0.5240614345158097
0.0000010618507405749693,0.5152483601909874
0.0000010618507405749693,0.5064352858661647
0.0000010618507405749693,0.497622211541342
0.000001073884042431576,0.4866078825919695
0.000001073884042431576,0.4777948082671468
0.000001073884042431576,0.4689817339423241
0.000001073884042431576,0.4601686596175014
0.000001073884042431576,0.4513555852926787
0.000001073884042431576,0.442542510967856
0.000001073884042431576,0.43372943664303376
0.000001073884042431576,0.42491636231821106
0.000001073884042431576,0.41610328799338836
0.0000010618507405749693,0.41169473687432134
0.0000010983612895407638,0.4050909730006711
0.0000010983612895407638,0.3962778986758484
0.0000010983612895407638,0.3874648243510257
0.0000010983612895407638,0.378651750026203
0.0000010983612895407638,0.3698386757013803
0.0000010983612895407638,0.3610256013765576
0.0000010983612895407638,0.3522125270517349
0.0000010983612895407638,0.34339945272691264
0.0000010983612895407638,0.33458637840208993
0.0000010983612895407638,0.32577330407726723
0.0000010983612895407638,0.31696022975244453
0.0000010983612895407638,0.31035042400882773
0.000001127624108654224,0.44034796953215816
0.00000112339645128726,0.42933095530724463
0.00000112339645128726,0.42051788098242193
0.00000112339645128726,0.41170480665759923
0.0000011490022443275248,0.550514755186867
0.0000011490022443275248,0.5417016808620443
0.0000011490022443275248,0.5328886065372216
0.0000011490022443275248,0.5240755322123989
0.0000011490022443275248,0.5152624578875766
0.0000011490022443275248,0.5064493835627539
0.0000011490022443275248,0.49763630923793123
0.0000011490022443275248,0.48882323491310853
0.0000011361272128589457,0.48000814663163016
0.0000011361272128589457,0.47119507230680746
0.0000011361272128589457,0.4623819979819852
0.0000011361272128589457,0.4535689236571625
0.0000011361272128589457,0.40069047770822674
0.0000011361272128589457,0.39187740338340404
0.0000011361272128589457,0.38306432905858134
0.0000011361272128589457,0.37645452331496454
0.0000011751916751712264,0.6650887493228721
0.0000011751916751712264,0.6562756749980494
0.0000011751916751712264,0.6474626006732267
0.0000011751916751712264,0.6386495263484044
0.0000011751916751712264,0.6298364520235817
0.0000011751916751712264,0.621023377698759
0.0000011751916751712264,0.6122103033739363
0.0000011751916751712264,0.6033972290491136
0.0000011620231806150694,0.5945821407676353
0.0000011620231806150694,0.5857690664428126
0.0000011620231806150694,0.5769559921179903
0.0000011620231806150694,0.5681429177931676
0.0000011620231806150694,0.5593298434683449
0.0000012019780467879362,0.7620365948092322
0.0000012019780467879362,0.75322352048441
0.0000012019780467879362,0.7444104461595873
0.0000012019780467879362,0.7355973718347646
0.0000012019780467879362,0.7267842975099419
0.0000012019780467879362,0.7179712231851192
0.0000011885094001831678,0.7091561349036408
0.0000011885094001831678,0.7003430605788181
0.0000011885094001831678,0.6915299862539959
0.0000011885094001831678,0.6827169119291732
0.0000011885094001831678,0.6739038376043505
0.0000012573963472157643,0.7620446506358545
0.000001300630512951312,0.7620506925058215
0.000001300630512951312,0.7532376181809992
0.000001315369759220311,0.7422232892316258
0.000001315369759220311,0.7334102149068031
0.000001315369759220311,0.7245971405819809
0.000001315369759220311,0.7157840662571582
0.000001315369759220311,0.7069709919323355
0.000001315369759220311,0.6981579176075128
0.000001315369759220311,0.6893448432826901
0.000001315369759220311,0.6805317689578674
0.000001315369759220311,0.6717186946330447
0.000001315369759220311,0.6629056203082224
0.000001315369759220311,0.6540925459833997
0.000001315369759220311,0.645279471658577
0.000001315369759220311,0.6364663973337543
0.000001315369759220311,0.6276533230089316
0.000001315369759220311,0.6188402486841089
0.000001315369759220311,0.6100271743592867
