== 1
1100.000993,-6.268141,-33.188751
1099.997794,-6.018074,-34.940728
1099.99825,-6.01807,-34.690372
1099.998705,-6.018062,-34.440028
1099.999161,-6.018052,-34.189695
1099.999616,-6.018038,-33.939375
1100.000072,-6.018021,-33.689066
1100.000528,-6.018001,-33.43877
1100.000984,-6.017978,-33.188487
1100.00144,-6.017951,-32.938216
1100.001897,-6.017921,-32.687959
1100.002353,-6.017889,-32.437715
1100.00281,-6.017853,-32.187484
1100.003266,-6.017814,-31.937267
1100.003723,-6.017772,-31.687063
1100.00418,-6.017727,-31.436874
1099.996875,-5.767894,-35.441249
1099.99733,-5.767897,-35.190867
1099.997786,-5.767897,-34.940497
1099.998241,-5.767894,-34.690138
1099.998696,-5.767887,-34.43979
1099.999152,-5.767877,-34.189454
1099.999608,-5.767864,-33.939131
1100.000063,-5.767848,-33.688819
1100.000519,-5.767829,-33.43852
1100.000975,-5.767806,-33.188233
1100.001432,-5.767781,-32.93796
1100.001888,-5.767752,-32.687699
1100.002344,-5.76772,-32.437452
1100.002801,-5.767685,-32.187218
1100.003258,-5.767647,-31.936998
1100.003714,-5.767606,-31.686792
1100.004171,-5.767562,-31.4366
1100.004628,-5.767515,-31.186422
1100.005085,-5.767466,-30.936259
1099.995957,-5.517692,-35.941835
1099.996412,-5.517702,-35.691429
1099.996867,-5.517708,-35.441034
1099.997322,-5.517712,-35.190649
1099.997777,-5.517712,-34.940276
1099.998232,-5.51771,-34.689914
1099.998688,-5.517704,-34.439563
1099.999143,-5.517695,-34.189224
1099.999599,-5.517683,-33.938897
1100.000055,-5.517667,-33.688583
1100.000511,-5.517649,-33.43828
1100.000967,-5.517627,-33.187991
1100.001423,-5.517602,-32.937714
1100.001879,-5.517574,-32.687451
1100.002336,-5.517543,-32.437201
1100.002792,-5.51751,-32.186964
1100.003249,-5.517473,-31.936741
1100.003706,-5.517433,-31.686532
1100.004163,-5.51739,-31.436337
1100.00462,-5.517344,-31.186156
1100.005077,-5.517296,-30.93599
1100.005534,-5.517244,-30.685839
1100.005991,-5.51719,-30.435702
1099.995039,-5.267467,-36.442485
1099.995494,-5.267483,-36.192055
1099.995948,-5.267497,-35.941636
1099.996403,-5.267507,-35.691227
1099.996858,-5.267514,-35.440829
1099.997313,-5.267518,-35.190441
1099.997768,-5.267519,-34.940065
1099.998223,-5.267517,-34.6897
1099.998679,-5.267512,-34.439346
1099.999134,-5.267504,-34.189004
1099.99959,-5.267492,-33.938674
1100.000046,-5.267478,-33.688357
1100.000502,-5.26746,-33.438051
1100.000958,-5.267439,-33.187759
1100.001414,-5.267415,-32.937479
1100.001871,-5.267389,-32.687213
1100.002327,-5.267359,-32.43696
1100.002784,-5.267326,-32.18672
1100.003241,-5.26729,-31.936494
1100.003697,-5.267251,-31.686283
1100.004154,-5.26721,-31.436085
1100.004611,-5.267165,-31.185901
1100.005068,-5.267118,-30.935733
1100.005526,-5.267068,-30.685578
1100.005983,-5.267015,-30.435439
1100.00644,-5.26696,-30.185314
1100.006898,-5.266902,-29.935205
1099.994122,-5.01722,-36.943196
1099.994576,-5.017243,-36.692744
1099.99503,-5.017263,-36.442302
1099.995485,-5.01728,-36.19187
1099.99594,-5.017293,-35.941448
1099.996394,-5.017304,-35.691036
1099.996849,-5.017312,-35.440634
1099.997304,-5.017317,-35.190244
1099.997759,-5.017318,-34.939864
1099.998215,-5.017317,-34.689496
1099.99867,-5.017312,-34.439139
