== 1
237.782181,123.502416,18.500362
237.782176,123.502416,17.000332
237.782171,123.502416,15.500303
237.782168,123.502416,14.000274
237.782164,123.502416,12.500244
237.782161,123.502416,11.000215
237.782158,123.502416,9.500186
237.782156,123.502416,8.000156
237.782154,123.502416,6.500127
237.782152,123.502416,5.000098
237.782151,123.502416,3.500068
237.782150,123.502416,2.000039
237.782150,123.502416,0.500010
237.782150,123.502416,-1.000020
237.782151,123.502416,-2.500049
237.782152,123.502416,-4.000078
237.782153,123.502416,-5.500108
237.782154,123.502416,-7.000137
237.782157,123.502416,-8.500166
237.782159,123.502416,-10.000196
237.782162,123.502416,-11.500225
237.782165,123.502416,-13.000254
237.782169,123.502416,-14.500284
237.782173,123.502416,-16.000313
237.782177,123.502416,-17.500342
237.782182,123.502416,-19.000372
237.782177,122.002386,26.000509
237.782171,122.002386,24.500479
237.782164,122.002386,23.000450
237.782158,122.002386,21.500421
237.782153,122.002386,20.000391
237.782148,122.002386,18.500362
237.782143,122.002386,17.000332
237.782139,122.002386,15.500303
237.782135,122.002386,14.000274
237.782131,122.002386,12.500244
237.782128,122.002386,11.000215
237.782125,122.002386,9.500186
237.782123,122.002386,8.000156
237.782121,122.002386,6.500127
237.782120,122.002386,5.000098
237.782118,122.002386,3.500068
237.782118,122.002386,2.000039
237.782117,122.002386,0.500010
237.782117,122.002386,-1.000020
237.782118,122.002386,-2.500049
237.782119,122.002386,-4.000078
237.782120,122.002386,-5.500108
237.782122,122.002386,-7.000137
237.782124,122.002386,-8.500166
237.782126,122.002386,-10.000196
237.782129,122.002386,-11.500225
237.782132,122.002386,-13.000254
237.782136,122.002386,-14.500284
237.782140,122.002386,-16.000313
237.782145,122.002386,-17.500342
237.782149,122.002386,-19.000372
237.782155,122.002386,-20.500401
237.782160,122.002386,-22.000430
237.782166,122.002386,-23.500460
237.782173,122.002386,-25.000489
237.782180,122.002386,-26.500518
237.782176,120.502357,32.000626
237.782168,120.502357,30.500597
237.782160,120.502357,29.000567
237.782152,120.502357,27.500538
237.782145,120.502357,26.000509
237.782138,120.502357,24.500479
237.782132,120.502357,23.000450
237.782126,120.502357,21.500421
237.782121,120.502357,20.000391
237.782115,120.502357,18.500362
237.782111,120.502357,17.000332
237.782106,120.502357,15.500303
237.782102,120.502357,14.000274
237.782099,120.502357,12.500244
237.782096,120.502357,11.000215
237.782093,120.502357,9.500186
237.782091,120.502357,8.000156
237.782089,120.502357,6.500127
237.782087,120.502357,5.000098
237.782086,120.502357,3.500068
237.782085,120.502357,2.000039
237.782085,120.502357,0.500010
237.782085,120.502357,-1.000020
237.782086,120.502357,-2.500049
237.782086,120.502357,-4.000078
237.782088,120.502357,-5.500108
237.782089,120.502357,-7.000137
237.782091,120.502357,-8.500166
237.782094,120.502357,-10.000196
237.782097,120.502357,-11.500225
237.782100,120.502357,-13.000254
237.782104,120.502357,-14.500284
237.782108,120.502357,-16.000313
237.782112,120.502357,-17.500342
237.782117,120.502357,-19.000372
237.782122,120.502357,-20.500401
237.782128,120.502357,-22.000430
237.782134,120.502357,-23.500460
237.782141,120.502357,-25.000489
237.782147,120.502357,-26.500518
237.782155,120.502357,-28.000548
237.782162,120.502357,-29.500577
237.782170,120.502357,-31.000606
237.782179,120.502357,-32.500636
237.782181,119.002327,38.000743
237.782172,119.002327,36.500714
237.782162,119.002327,35.000685
237.782153,119.002327,33.500655
237.782144,119.002327,32.000626
237.782136,119.002327,30.500597
237.782128,119.002327,29.000567
237.782120,119.002327,27.500538
237.782113,119.002327,26.000509
237.782106,119.002327,24.500479
237.782100,119.002327,23.000450
237.782094,119.002327,21.500421
237.782089,119.002327,20.000391
237.782084,119.002327,18.500362
237.782079,119.002327,17.000332
237.782074,119.002327,15.500303
